Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Ford,Focus,1.4,Petrol,1998,148727,3404,10671.473455469377,112525.01002941963,14956,-0.6349942693840115
Ford,Fiesta,1.4,Petrol,1990,109616,1871,10671.473455469377,112525.01002941963,14956,-0.7283693984792239
VW,Passat,1.6,Diesel,1999,238481,1956,10361.781497383605,113511.21642291694,14906,-0.7231920429847079
Toyota,RAV4,2.0,Hybrid,2008,110179,15702,14341.099418465705,111368.92232932367,12553,0.11407770557549392
VW,Golf,2.0,Petrol,1993,158304,2263,10361.781497383605,113511.21642291694,14906,-0.7044926531398088
Ford,Focus,2.0,Hybrid,2008,56105,18746,10671.473455469377,112525.01002941963,14956,0.29948794234380866
Ford,Focus,1.6,Diesel,2019,22967,37232,10671.473455469377,112525.01002941963,14956,1.42547139730408
Toyota,RAV4,2.0,Hybrid,1998,170555,4969,14341.099418465705,111368.92232932367,12553,-0.5396700182202755
VW,Golf,2.0,Petrol,1995,49840,5737,10361.781497383605,113511.21642291694,14906,-0.49289108857570724
VW,Polo,1.6,Petrol,2007,113430,6197,10361.781497383605,113511.21642291694,14906,-0.46487245884067935
VW,Passat,1.4,Diesel,2015,57262,22741,10361.781497383605,113511.21642291694,14906,0.5428236505860614
Toyota,Yaris,1.2,Petrol,1988,135193,1441,14341.099418465705,111368.92232932367,12553,-0.7545607262750108
Porsche,911,2.2,Petrol,2016,32823,75770,29103.764660789573,111638.253737064,2609,3.7728234684529998
Ford,Focus,1.6,Petrol,2014,44977,22342,10671.473455469377,112525.01002941963,14956,0.5185205347941568
VW,Golf,1.6,Petrol,2021,15477,35458,10361.781497383605,113511.21642291694,14906,1.3174169426302986
Toyota,Yaris,1.0,Petrol,2008,115471,5818,14341.099418465705,111368.92232932367,12553,-0.48795737333975664
Porsche,718 Cayman,4.0,Petrol,2018,42170,62616,29103.764660789573,111638.253737064,2609,2.9716124781604862
Porsche,Cayenne,3.0,Diesel,2013,80080,37787,29103.764660789573,111638.253737064,2609,1.4592764831800376
Toyota,Yaris,1.0,Hybrid,1999,161695,2648,14341.099418465705,111368.92232932367,12553,-0.6810422782528833
Ford,Focus,1.4,Diesel,2014,49133,21390,10671.473455469377,112525.01002941963,14956,0.4605341532555774
Toyota,Yaris,1.4,Hybrid,2001,103225,5678,14341.099418465705,111368.92232932367,12553,-0.49648478238954774
Toyota,RAV4,2.0,Petrol,1992,120969,4148,14341.099418465705,111368.92232932367,12553,-0.589677181290836
BMW,M5,5.0,Petrol,2004,99071,28059,24431.679089444,112858.0471394037,4964,0.8667433743488399
Toyota,RAV4,2.2,Hybrid,1996,147348,5530,14341.099418465705,111368.92232932367,12553,-0.5054994719564697
BMW,Z4,2.0,Petrol,2014,25692,30875,24431.679089444,112858.0471394037,4964,1.0382661163789233
Ford,Fiesta,1.4,Petrol,2003,89177,5168,10671.473455469377,112525.01002941963,14956,-0.5275489153566438
Toyota,RAV4,2.4,Hybrid,1999,129881,8113,14341.099418465705,111368.92232932367,12553,-0.3481687749878242
Porsche,Cayenne,3.5,Petrol,1994,273581,2152,29103.764660789573,111638.253737064,2609,-0.7112536703150003
Ford,Mondeo,1.8,Hybrid,1987,160540,2000,10671.473455469377,112525.01002941963,14956,-0.7205120001404878
Toyota,Yaris,1.4,Petrol,1999,117527,3719,14341.099418465705,111368.92232932367,12553,-0.6158075990219816
Ford,Fiesta,1.0,Petrol,2004,136715,3261,10671.473455469377,112525.01002941963,14956,-0.6437044086277267
VW,Polo,1.6,Petrol,2010,119826,7209,10361.781497383605,113511.21642291694,14906,-0.4032314734236181
VW,Passat,1.8,Diesel,2005,157862,6277,10361.781497383605,113511.21642291694,14906,-0.4599996536693702
VW,Polo,1.4,Diesel,2017,22586,21619,10361.781497383605,113511.21642291694,14906,0.47448255805844997
Toyota,Yaris,1.4,Petrol,2010,129100,7080,14341.099418465705,111368.92232932367,12553,-0.41108887176235415
Ford,Fiesta,1.2,Petrol,1993,128937,1824,10671.473455469377,112525.01002941963,14956,-0.7312321715173681
Ford,Mondeo,1.8,Diesel,2001,124312,5958,10671.473455469377,112525.01002941963,14956,-0.4794299642899656
Toyota,RAV4,2.4,Petrol,2008,95727,15944,14341.099418465705,111368.92232932367,12553,0.1288179412187042
Ford,Mondeo,2.0,Diesel,2012,33785,24317,10671.473455469377,112525.01002941963,14956,0.6388179124608524
VW,Passat,2.0,Diesel,2012,65524,21092,10361.781497383605,113511.21642291694,14906,0.4423829539924507
Ford,Mondeo,1.6,Hybrid,1992,158392,2679,10671.473455469377,112525.01002941963,14956,-0.6791540662490011
BMW,M5,5.0,Petrol,1995,152862,10134,24431.679089444,112858.0471394037,4964,-0.22506953434762578
Toyota,RAV4,2.4,Petrol,2006,129837,10786,14341.099418465705,111368.92232932367,12553,-0.1853561722014559
Porsche,Cayenne,4.0,Petrol,1986,215869,2294,29103.764660789573,111638.253737064,2609,-0.7026044411359266
Ford,Fiesta,1.4,Petrol,2016,47746,16191,10671.473455469377,112525.01002941963,14956,0.14386272718512136
Toyota,RAV4,2.2,Petrol,1998,186903,3775,14341.099418465705,111368.92232932367,12553,-0.6123966354020651
VW,Passat,2.0,Diesel,1990,264590,943,10361.781497383605,113511.21642291694,14906,-0.7848939384664105
BMW,X3,2.4,Diesel,2020,17171,58315,24431.679089444,112858.0471394037,4964,2.709638290137976
Toyota,Yaris,1.4,Hybrid,2019,29309,30665,14341.099418465705,111368.92232932367,12553,1.0254750028042368
Porsche,911,3.0,Petrol,2013,53145,64051,29103.764660789573,111638.253737064,2609,3.059018420920845
BMW,M5,4.4,Petrol,2009,98026,37016,24431.679089444,112858.0471394037,4964,1.4123148233415452
VW,Polo,2.0,Petrol,1991,301449,458,10361.781497383605,113511.21642291694,14906,-0.8144353198174724
VW,Polo,1.2,Diesel,1994,241531,798,10361.781497383605,113511.21642291694,14906,-0.7937258978394084
Toyota,RAV4,1.8,Hybrid,2010,84170,20554,14341.099418465705,111368.92232932367,12553,0.4096133392153964
Ford,Focus,1.0,Diesel,2013,59530,15835,10671.473455469377,112525.01002941963,14956,0.12217874417279545
Ford,Fiesta,1.2,Petrol,2016,38393,15865,10671.473455469377,112525.01002941963,14956,0.1240060461120364
Toyota,RAV4,1.8,Hybrid,1993,172149,3332,14341.099418465705,111368.92232932367,12553,-0.6393797940381898
Toyota,Yaris,1.2,Petrol,2006,95554,6465,14341.099418465705,111368.92232932367,12553,-0.44854856151679356
VW,Polo,1.6,Petrol,2005,109983,5566,10361.781497383605,113511.21642291694,14906,-0.5033067096293806
Toyota,Prius,1.8,Hybrid,2004,194918,4851,14341.099418465705,111368.92232932367,12553,-0.5468574058479565
Toyota,Prius,1.8,Hybrid,2018,28262,42542,14341.099418465705,111368.92232932367,12553,1.7489038405497275
Toyota,RAV4,2.2,Hybrid,2005,104051,14113,14341.099418465705,111368.92232932367,12553,0.01729161286036511
Toyota,RAV4,2.2,Petrol,1997,163553,4310,14341.099418465705,111368.92232932367,12553,-0.5798097508189349
BMW,Z4,2.0,Petrol,1997,166649,3621,24431.679089444,112858.0471394037,4964,-0.6217767853568353
VW,Polo,1.0,Petrol,2012,75074,9009,10361.781497383605,113511.21642291694,14906,-0.2935933570691613
VW,Golf,1.8,Petrol,2006,78717,9379,10361.781497383605,113511.21642291694,14906,-0.2710566331518563
BMW,X3,3.0,Diesel,2004,62798,17078,24431.679089444,112858.0471394037,4964,0.197889954522012
Toyota,Yaris,1.4,Hybrid,1997,87447,4873,14341.099418465705,111368.92232932367,12553,-0.5455173844258465
Ford,Fiesta,1.4,Petrol,2003,57154,6415,10671.473455469377,112525.01002941963,14956,-0.4515940647488618
Toyota,RAV4,2.0,Hybrid,2003,138049,9064,14341.099418465705,111368.92232932367,12553,-0.2902433035138862
Ford,Focus,1.6,Petrol,2006,117010,7971,10671.473455469377,112525.01002941963,14956,-0.356818004166898
Ford,Mondeo,1.4,Hybrid,1994,124382,3764,10671.473455469377,112525.01002941963,14956,-0.6130666461131201
Toyota,Yaris,1.0,Hybrid,1996,122464,2973,14341.099418465705,111368.92232932367,12553,-0.6612465072444398
Ford,Focus,1.6,Petrol,1994,173007,2277,10671.473455469377,112525.01002941963,14956,-0.7036399122348297
Toyota,RAV4,2.4,Hybrid,1986,232816,1413,14341.099418465705,111368.92232932367,12553,-0.756266208084969
Toyota,Prius,1.0,Hybrid,1992,202267,1523,14341.099418465705,111368.92232932367,12553,-0.7495661009744189
Ford,Mondeo,1.6,Diesel,2010,82547,13926,10671.473455469377,112525.01002941963,14956,0.005901430772429875
VW,Golf,1.4,Petrol,2009,74136,10424,10361.781497383605,113511.21642291694,14906,-0.20740561560162998
Toyota,Prius,1.4,Hybrid,2008,87676,13169,14341.099418465705,111368.92232932367,12553,-0.04020748816108335
Ford,Mondeo,1.4,Diesel,1985,221057,798,10671.473455469377,112525.01002941963,14956,-0.7937258978394084
BMW,M5,5.0,Petrol,2001,111998,20872,24431.679089444,112858.0471394037,4964,0.4289827397713504
VW,Polo,1.0,Petrol,1997,30503,4386,10361.781497383605,113511.21642291694,14906,-0.5751805859061911
Toyota,Yaris,1.2,Petrol,2011,68492,10888,14341.099418465705,111368.92232932367,12553,-0.17914334560803666
VW,Golf,1.4,Petrol,2010,49023,13115,10361.781497383605,113511.21642291694,14906,-0.04349663165171705
Ford,Mondeo,1.6,Diesel,2015,35890,26240,10671.473455469377,112525.01002941963,14956,0.7559479667661971
Toyota,RAV4,2.2,Hybrid,2018,30245,54655,14341.099418465705,111368.92232932367,12553,2.48670745355058
VW,Golf,1.4,Petrol,1998,126146,3424,10361.781497383605,113511.21642291694,14906,-0.6337760680911843
Ford,Fiesta,1.0,Petrol,2011,75455,8191,10671.473455469377,112525.01002941963,14956,-0.34341778994579775
Ford,Fiesta,1.2,Petrol,2003,141834,3208,10671.473455469377,112525.01002941963,14956,-0.646932642053719
Toyota,Prius,1.0,Hybrid,2016,36261,26492,14341.099418465705,111368.92232932367,12553,0.7712973030558211
Ford,Fiesta,1.2,Petrol,1997,207430,1231,10671.473455469377,112525.01002941963,14956,-0.7673518398496975
Ford,Fiesta,1.0,Petrol,1990,210473,686,10671.473455469377,112525.01002941963,14956,-0.8005478250792413
BMW,X3,2.0,Diesel,2012,63853,23606,24431.679089444,112858.0471394037,4964,0.595510856500842
Toyota,RAV4,2.0,Petrol,2013,44495,28598,14341.099418465705,111368.92232932367,12553,0.8995738991905355
Toyota,Yaris,1.2,Petrol,2019,25271,24208,14341.099418465705,111368.92232932367,12553,0.6321787154149436
VW,Passat,1.8,Diesel,1993,80886,5082,10361.781497383605,113511.21642291694,14906,-0.5327871809158012
Ford,Mondeo,1.8,Diesel,2002,70764,9391,10671.473455469377,112525.01002941963,14956,-0.2703257123761599
VW,Polo,1.2,Petrol,1995,218610,1000,10361.781497383605,113511.21642291694,14906,-0.7814220647818527
VW,Golf,1.8,Petrol,2015,33674,22763,10361.781497383605,113511.21642291694,14906,0.5441636720081714
VW,Polo,1.4,Petrol,2012,108762,8380,10361.781497383605,113511.21642291694,14906,-0.3319057877285798
VW,Polo,2.0,Petrol,2009,90514,9369,10361.781497383605,113511.21642291694,14906,-0.2716657337982699
VW,Polo,1.0,Petrol,1997,81604,3169,10361.781497383605,113511.21642291694,14906,-0.6493081345747322
Ford,Fiesta,1.4,Petrol,2009,68081,8913,10671.473455469377,112525.01002941963,14956,-0.2994407232747323
VW,Golf,1.2,Petrol,2008,65793,9545,10361.781497383605,113511.21642291694,14906,-0.2609455624213897
Ford,Mondeo,2.0,Hybrid,1993,240581,1556,10671.473455469377,112525.01002941963,14956,-0.7475560688412538
Toyota,Yaris,1.2,Petrol,1995,161745,1850,14341.099418465705,111368.92232932367,12553,-0.7296485098366925
Toyota,Yaris,1.0,Petrol,1994,126707,2098,14341.099418465705,111368.92232932367,12553,-0.714542813805634
Ford,Fiesta,1.4,Hybrid,2000,156651,3016,10671.473455469377,112525.01002941963,14956,-0.6586273744648611
Ford,Focus,1.4,Diesel,2013,78414,16523,10671.473455469377,112525.01002941963,14956,0.16408486864605448
Ford,Focus,1.4,Diesel,2005,68065,10395,10671.473455469377,112525.01002941963,14956,-0.20917200747622955
Ford,Fiesta,1.2,Petrol,2019,20286,21495,10671.473455469377,112525.01002941963,14956,0.4669297100429207
Toyota,RAV4,2.0,Hybrid,2005,168432,8068,14341.099418465705,111368.92232932367,12553,-0.3509097278966857
BMW,M5,4.4,Petrol,2001,110394,19818,24431.679089444,112858.0471394037,4964,0.3647835316393518
Toyota,Prius,1.8,Hybrid,2004,118579,9108,14341.099418465705,111368.92232932367,12553,-0.28756326066966614
Ford,Focus,1.0,Petrol,1991,154567,1720,10671.473455469377,112525.01002941963,14956,-0.73756681824007
BMW,X3,3.0,Petrol,2012,73091,25895,24431.679089444,112858.0471394037,4964,0.7349339944649262
VW,Passat,2.0,Diesel,2009,57728,18166,10361.781497383605,113511.21642291694,14906,0.264160104851817
Toyota,Prius,1.8,Hybrid,2019,25322,46238,14341.099418465705,111368.92232932367,12553,1.974027439464212
Toyota,Yaris,1.2,Petrol,2005,85098,6516,14341.099418465705,111368.92232932367,12553,-0.44544214822008393
BMW,M5,4.4,Petrol,2001,125393,17670,24431.679089444,112858.0471394037,4964,0.23394871278970003
VW,Passat,2.0,Diesel,2006,119547,9608,10361.781497383605,113511.21642291694,14906,-0.2571082283489837
VW,Polo,2.0,Petrol,2011,60042,13168,10361.781497383605,113511.21642291694,14906,-0.040268398225724714
VW,Golf,2.0,Hybrid,2017,46463,30475,10361.781497383605,113511.21642291694,14906,1.0139020905223775
Ford,Focus,1.8,Petrol,2015,51520,24327,10671.473455469377,112525.01002941963,14956,0.6394270131072661
VW,Polo,2.0,Petrol,2014,60831,16002,10361.781497383605,113511.21642291694,14906,0.1323507249679034
Toyota,Yaris,1.4,Petrol,1989,183081,1118,14341.099418465705,111368.92232932367,12553,-0.7742346771541716
Ford,Focus,2.0,Petrol,1989,238311,1023,10671.473455469377,112525.01002941963,14956,-0.7800211332951013
Toyota,RAV4,2.2,Hybrid,2013,50704,34640,14341.099418465705,111368.92232932367,12553,1.2675925097536622
Ford,Fiesta,1.4,Petrol,2009,71804,8694,10671.473455469377,112525.01002941963,14956,-0.3127800274311912
BMW,X3,2.4,Diesel,1995,180865,3392,24431.679089444,112858.0471394037,4964,-0.6357251901597079
Toyota,Yaris,1.2,Petrol,2009,134864,5859,14341.099418465705,111368.92232932367,12553,-0.4854600606894607
VW,Golf,1.4,Petrol,1994,183155,1640,10361.781497383605,113511.21642291694,14906,-0.7424396234113791
Ford,Focus,1.6,Petrol,2002,126582,5671,10671.473455469377,112525.01002941963,14956,-0.4969111528420373
VW,Polo,1.2,Petrol,1997,174232,1687,10361.781497383605,113511.21642291694,14906,-0.7395768503732351
Ford,Fiesta,1.2,Hybrid,1989,151255,1402,10671.473455469377,112525.01002941963,14956,-0.756936218796024
Toyota,Yaris,1.2,Petrol,2019,41983,21959,14341.099418465705,111368.92232932367,12553,0.49519198003651405
Toyota,Prius,1.8,Hybrid,2019,18569,48003,14341.099418465705,111368.92232932367,12553,2.081533703556221
VW,Passat,2.0,Diesel,1995,189247,2601,10361.781497383605,113511.21642291694,14906,-0.6839050512910275
VW,Passat,2.0,Diesel,2010,47757,20675,10361.781497383605,113511.21642291694,14906,0.4169834570370015
VW,Golf,1.8,Petrol,1996,137841,3098,10361.781497383605,113511.21642291694,14906,-0.6536327491642692
VW,Polo,1.0,Petrol,2014,35513,13231,10361.781497383605,113511.21642291694,14906,-0.036431064153318725
Ford,Focus,1.4,Petrol,2001,149250,4140,10671.473455469377,112525.01002941963,14956,-0.5901644618079669
VW,Golf,2.0,Hybrid,2003,53093,11500,10361.781497383605,113511.21642291694,14906,-0.14186638604752136
Toyota,RAV4,2.4,Hybrid,2012,45959,34855,14341.099418465705,111368.92232932367,12553,1.2806881736515556
VW,Golf,2.0,Diesel,1992,213410,1381,10361.781497383605,113511.21642291694,14906,-0.7582153301534926
Toyota,Prius,1.4,Hybrid,1991,187158,1924,14341.099418465705,111368.92232932367,12553,-0.7251411650532316
BMW,Z4,3.0,Petrol,1988,297993,740,24431.679089444,112858.0471394037,4964,-0.7972586815886076
Ford,Mondeo,2.0,Diesel,2020,18893,45093,10671.473455469377,112525.01002941963,14956,1.9042854154498494
VW,Polo,1.2,Petrol,1993,221471,853,10361.781497383605,113511.21642291694,14906,-0.7903758442841333
VW,Golf,2.0,Petrol,2018,22645,31208,10361.781497383605,113511.21642291694,14906,1.0585491679044978
VW,Passat,1.4,Petrol,1996,215162,1762,10361.781497383605,113511.21642291694,14906,-0.7350085955251326
VW,Passat,1.6,Diesel,2015,56917,24365,10361.781497383605,113511.21642291694,14906,0.641741595563638
Ford,Mondeo,1.4,Diesel,2006,47519,12558,10671.473455469377,112525.01002941963,14956,-0.0774235376569573
BMW,Z4,2.2,Petrol,2022,1027,62960,24431.679089444,112858.0471394037,4964,2.992565540397116
Ford,Mondeo,1.6,Diesel,1993,152085,2639,10671.473455469377,112525.01002941963,14956,-0.6815904688346557
Toyota,RAV4,2.4,Hybrid,2012,44073,35259,14341.099418465705,111368.92232932367,12553,1.305295839766667
Ford,Mondeo,1.6,Diesel,1998,195749,2542,10671.473455469377,112525.01002941963,14956,-0.6874987451048681
BMW,X3,3.0,Petrol,2007,65583,19507,24431.679089444,112858.0471394037,4964,0.3458405015358873
VW,Golf,1.4,Petrol,2002,124447,4530,10361.781497383605,113511.21642291694,14906,-0.5664095365978347
Toyota,Prius,1.0,Hybrid,1990,325281,424,14341.099418465705,111368.92232932367,12553,-0.8165062620152789
Ford,Focus,1.8,Petrol,2000,128791,5174,10671.473455469377,112525.01002941963,14956,-0.5271834549687956
Ford,Mondeo,1.6,Diesel,2015,26340,27727,10671.473455469377,112525.01002941963,14956,0.8465212328879067
BMW,X3,2.0,Diesel,2010,66378,20319,24431.679089444,112858.0471394037,4964,0.39529947402467563
VW,Passat,1.6,Diesel,2016,43093,28385,10361.781497383605,113511.21642291694,14906,0.8866000554219248
Ford,Mondeo,1.6,Diesel,2003,124406,6414,10671.473455469377,112525.01002941963,14956,-0.4516549748135032
VW,Passat,2.0,Diesel,2016,39199,32488,10361.781497383605,113511.21642291694,14906,1.136514050645445
BMW,X3,3.0,Diesel,2011,41604,31108,24431.679089444,112858.0471394037,4964,1.0524581614403614
Ford,Focus,2.0,Diesel,2012,104641,15321,10671.473455469377,112525.01002941963,14956,0.0908709709471339
VW,Passat,2.0,Diesel,2012,90740,17743,10361.781497383605,113511.21642291694,14906,0.23839514750851967
VW,Golf,1.2,Diesel,2007,99678,7408,10361.781497383605,113511.21642291694,14906,-0.3911103705599865
VW,Polo,1.2,Petrol,2006,121002,4739,10361.781497383605,113511.21642291694,14906,-0.5536793330877894
Ford,Focus,2.0,Petrol,1999,101246,6289,10671.473455469377,112525.01002941963,14956,-0.4592687328936738
Toyota,Yaris,1.0,Petrol,2006,117898,4998,14341.099418465705,111368.92232932367,12553,-0.5379036263456759
Ford,Fiesta,1.4,Petrol,2007,160873,3870,10671.473455469377,112525.01002941963,14956,-0.6066101792611355
Toyota,Prius,1.8,Hybrid,2007,127787,10359,14341.099418465705,111368.92232932367,12553,-0.2113647698033187
VW,Polo,1.4,Petrol,2003,72123,5968,10361.781497383605,113511.21642291694,14906,-0.4788208636435519
Ford,Mondeo,1.8,Diesel,2008,126394,9349,10671.473455469377,112525.01002941963,14956,-0.2728839350910972
Porsche,Cayenne,3.5,Petrol,2014,8942,64054,29103.764660789573,111638.253737064,2609,3.059201151114769
Porsche,718 Cayman,2.0,Petrol,2020,18233,58055,29103.764660789573,111638.253737064,2609,2.6938016733312207
VW,Golf,1.2,Petrol,1989,141863,1536,10361.781497383605,113511.21642291694,14906,-0.7487742701340812
BMW,M5,5.0,Petrol,2014,74646,64910,24431.679089444,112858.0471394037,4964,3.111340166447777
Ford,Focus,1.0,Diesel,1996,87878,4209,10671.473455469377,112525.01002941963,14956,-0.5859616673477127
Ford,Focus,2.0,Petrol,1992,202318,1728,10671.473455469377,112525.01002941963,14956,-0.7370795377229391
Toyota,RAV4,2.0,Hybrid,1992,142477,4201,14341.099418465705,111368.92232932367,12553,-0.5864489478648437
Toyota,Prius,1.0,Hybrid,1988,280596,569,14341.099418465705,111368.92232932367,12553,-0.8076743026422809
VW,Golf,1.6,Petrol,1992,256229,796,10361.781497383605,113511.21642291694,14906,-0.7938477179686911
Toyota,RAV4,1.8,Petrol,1995,170964,3205,14341.099418465705,111368.92232932367,12553,-0.6471153722476432
VW,Polo,1.2,Petrol,2007,79723,6850,10361.781497383605,113511.21642291694,14906,-0.4250981866298681
Toyota,RAV4,2.0,Hybrid,1992,227925,2011,14341.099418465705,111368.92232932367,12553,-0.7198419894294328
Toyota,Prius,1.0,Hybrid,2002,120533,5853,14341.099418465705,111368.92232932367,12553,-0.48582552107730886
Ford,Mondeo,2.0,Diesel,1995,147294,3507,10671.473455469377,112525.01002941963,14956,-0.628720532725951
Ford,Fiesta,1.2,Petrol,2012,80507,9265,10671.473455469377,112525.01002941963,14956,-0.27800038052097187
VW,Golf,1.6,Diesel,1994,171139,2040,10361.781497383605,113511.21642291694,14906,-0.7180755975548332
Toyota,RAV4,2.2,Hybrid,2019,6047,66662,14341.099418465705,111368.92232932367,12553,3.2180545996994483
Ford,Fiesta,1.2,Petrol,1995,157627,1654,10671.473455469377,112525.01002941963,14956,-0.7415868825064
Ford,Fiesta,1.4,Hybrid,1988,39151,3165,10671.473455469377,112525.01002941963,14956,-0.6495517748332977
Ford,Fiesta,1.0,Petrol,1993,316384,312,10671.473455469377,112525.01002941963,14956,-0.8233281892551118
VW,Polo,1.4,Petrol,2005,127581,4550,10361.781497383605,113511.21642291694,14906,-0.5651913353050073
Ford,Focus,1.6,Petrol,2000,92666,6398,10671.473455469377,112525.01002941963,14956,-0.452629535847765
Ford,Focus,2.0,Petrol,1990,192967,1642,10671.473455469377,112525.01002941963,14956,-0.7423178032820964
BMW,X3,3.0,Diesel,1998,167258,5200,24431.679089444,112858.0471394037,4964,-0.5255997932881201
VW,Polo,1.2,Petrol,2004,90588,5197,10361.781497383605,113511.21642291694,14906,-0.5257825234820442
Ford,Focus,1.8,Petrol,1993,161450,2490,10671.473455469377,112525.01002941963,14956,-0.690666068466219
Ford,Focus,1.6,Petrol,2017,13235,32723,10671.473455469377,112525.01002941963,14956,1.1508279158361656
Ford,Focus,1.6,Petrol,1987,249727,721,10671.473455469377,112525.01002941963,14956,-0.7984159728167936
Toyota,Yaris,1.2,Hybrid,2000,111629,4619,14341.099418465705,111368.92232932367,12553,-0.5609885408447531
Porsche,911,2.6,Petrol,2022,5730,142550,29103.764660789573,111638.253737064,2609,7.840397585203347
Toyota,Prius,1.8,Hybrid,2015,58714,28953,14341.099418465705,111368.92232932367,12553,0.92119697213822
VW,Polo,2.0,Petrol,2012,69884,13195,10361.781497383605,113511.21642291694,14906,-0.03862382648040786
Toyota,Yaris,1.4,Petrol,2002,166199,3071,14341.099418465705,111368.92232932367,12553,-0.655277320909586
Ford,Focus,1.8,Petrol,2016,54346,25546,10671.473455469377,112525.01002941963,14956,0.7136763819050899
BMW,X3,2.4,Diesel,2016,44464,38164,24431.679089444,112858.0471394037,4964,1.482239577549832
VW,Polo,1.4,Petrol,2000,108189,3781,10361.781497383605,113511.21642291694,14906,-0.6120311750142169
BMW,M5,4.4,Petrol,1990,254438,2783,24431.679089444,112858.0471394037,4964,-0.6728194195262991
Ford,Mondeo,2.0,Hybrid,1994,87682,5907,10671.473455469377,112525.01002941963,14956,-0.48253637758667517
Ford,Focus,1.0,Hybrid,2013,30718,21580,10671.473455469377,112525.01002941963,14956,0.47210706553743675
Toyota,RAV4,1.8,Petrol,2020,23823,48820,14341.099418465705,111368.92232932367,12553,2.131297226368216
VW,Polo,1.2,Petrol,1989,163396,1084,10361.781497383605,113511.21642291694,14906,-0.7763056193519781
Toyota,Yaris,1.2,Petrol,2009,54161,10457,14341.099418465705,111368.92232932367,12553,-0.20539558346846493
Ford,Mondeo,1.8,Diesel,1996,133613,3969,10671.473455469377,112525.01002941963,14956,-0.6005800828616403
Toyota,Prius,1.0,Hybrid,2010,110982,10729,14341.099418465705,111368.92232932367,12553,-0.18882804588601368
Ford,Fiesta,1.0,Petrol,1987,95526,1436,10671.473455469377,112525.01002941963,14956,-0.7548652765982176
Ford,Focus,1.0,Petrol,2020,23130,29938,10671.473455469377,112525.01002941963,14956,0.9811933858099645
VW,Golf,2.0,Petrol,2002,51040,9081,10361.781497383605,113511.21642291694,14906,-0.289207832414983
Porsche,911,3.0,Petrol,1991,107591,10149,29103.764660789573,111638.253737064,2609,-0.22415588337800532
Toyota,Yaris,1.4,Petrol,2013,57264,14458,14341.099418465705,111368.92232932367,12553,0.038305585161636
Ford,Fiesta,1.0,Petrol,2019,28157,18775,10671.473455469377,112525.01002941963,14956,0.30125433421840825
Ford,Mondeo,2.0,Diesel,1997,119390,4997,10671.473455469377,112525.01002941963,14956,-0.5379645364103173
Toyota,Yaris,1.0,Hybrid,2019,25530,26479,14341.099418465705,111368.92232932367,12553,0.7705054722154834
VW,Passat,1.4,Petrol,1991,185698,1637,10361.781497383605,113511.21642291694,14906,-0.7426223536053033
VW,Golf,1.4,Petrol,2020,15816,30972,10361.781497383605,113511.21642291694,14906,1.0441743926491358
VW,Golf,1.8,Petrol,2003,140352,4843,10361.781497383605,113511.21642291694,14906,-0.5473446863650874
Ford,Fiesta,1.2,Petrol,1993,228568,780,10671.473455469377,112525.01002941963,14956,-0.794822279002953
Ford,Fiesta,1.2,Petrol,2018,34358,18564,10671.473455469377,112525.01002941963,14956,0.2884023105790802
Ford,Mondeo,2.0,Diesel,1999,146964,4591,10671.473455469377,112525.01002941963,14956,-0.5626940226547114
Ford,Focus,1.6,Petrol,1993,119692,3282,10671.473455469377,112525.01002941963,14956,-0.642425297270258
Toyota,RAV4,2.2,Hybrid,1987,260291,1122,14341.099418465705,111368.92232932367,12553,-0.7739910368956062
VW,Passat,1.4,Diesel,1998,125434,4506,10361.781497383605,113511.21642291694,14906,-0.5678713781492274
VW,Passat,1.6,Petrol,2006,114294,8519,10361.781497383605,113511.21642291694,14906,-0.3234392887434301
Porsche,911,3.0,Petrol,1985,163636,4360,29103.764660789573,111638.253737064,2609,-0.5767642475868666
BMW,X3,3.0,Diesel,2002,148886,7907,24431.679089444,112858.0471394037,4964,-0.3607162483039454
VW,Passat,1.6,Petrol,2014,49177,22792,10361.781497383605,113511.21642291694,14906,0.545930063882771
Toyota,Yaris,1.2,Petrol,1989,130525,1598,14341.099418465705,111368.92232932367,12553,-0.7449978461263165
Ford,Fiesta,1.0,Petrol,2013,67209,9892,10671.473455469377,112525.01002941963,14956,-0.23980976999083609
BMW,X3,3.0,Diesel,2022,1937,80687,24431.679089444,112858.0471394037,4964,4.072318256294591
Ford,Focus,1.6,Petrol,2001,175194,3564,10671.473455469377,112525.01002941963,14956,-0.6252486590413932
Toyota,Prius,1.8,Hybrid,1984,232335,915,14341.099418465705,111368.92232932367,12553,-0.7865994202763688
Toyota,Prius,1.0,Hybrid,1998,100488,5211,14341.099418465705,111368.92232932367,12553,-0.5249297825770651
VW,Polo,1.2,Petrol,2017,49825,16235,10361.781497383605,113511.21642291694,14906,0.1465427700293414
Porsche,718 Cayman,4.0,Petrol,2011,49370,37572,29103.764660789573,111638.253737064,2609,1.4461808192821441
VW,Passat,1.8,Diesel,1985,210711,1049,10361.781497383605,113511.21642291694,14906,-0.7784374716144258
VW,Passat,1.6,Diesel,2001,114204,6414,10361.781497383605,113511.21642291694,14906,-0.4516549748135032
